service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12025819,0,0,0,0,0,0,0,20160606,20160725
2025827,0,0,0,0,0,0,0,20160226,20160624
2025826,0,0,0,0,0,0,0,20160129,20160415
2025828,0,0,0,0,0,0,0,20160506,20160722
12025820,0,0,0,0,0,0,0,20160201,20160530
1132942,0,0,0,0,0,0,0,20160130,20160724
1132941,0,0,0,0,0,0,0,20160127,20160725
2025819,0,0,0,0,0,0,0,20160605,20160724
12025824,0,0,0,0,0,0,0,20160605,20160724
12025823,0,0,0,0,0,0,0,20160705,20160726
12025822,0,0,0,0,0,0,0,20160223,20160701
2025821,0,0,0,0,0,0,0,20160127,20160414
12025821,0,0,0,0,0,0,0,20160128,20160415
2025820,0,0,0,0,0,0,0,20160131,20160529
12025828,0,0,0,0,0,0,0,20160507,20160723
2025823,0,0,0,0,0,0,0,20160704,20160725
12025827,0,0,0,0,0,0,0,20160227,20160625
2025822,0,0,0,0,0,0,0,20160222,20160630
12025826,0,0,0,0,0,0,0,20160130,20160416
2025825,0,0,0,0,0,0,0,20160130,20160528
12025825,0,0,0,0,0,0,0,20160131,20160529
2025824,0,0,0,0,0,0,0,20160604,20160723
