service_id,date,exception_type
12025546,20160223,1
12025546,20160224,1
12025546,20160225,1
12025546,20160226,1
12025546,20160301,1
12025546,20160302,1
12025546,20160303,1
12025546,20160304,1
12025546,20160419,1
12025546,20160420,1
12025546,20160421,1
12025546,20160422,1
12025546,20160426,1
12025546,20160427,1
12025546,20160428,1
12025546,20160429,1
12025546,20160503,1
12025546,20160504,1
12025546,20160510,1
12025546,20160511,1
12025546,20160512,1
12025546,20160513,1
12025546,20160518,1
12025546,20160519,1
12025546,20160520,1
12025546,20160524,1
12025546,20160525,1
12025546,20160526,1
12025546,20160527,1
12025546,20160531,1
12025546,20160601,1
12025546,20160602,1
12025546,20160603,1
12025546,20160607,1
12025546,20160608,1
12025546,20160609,1
12025546,20160610,1
12025546,20160614,1
12025546,20160615,1
12025546,20160616,1
12025546,20160617,1
12025546,20160621,1
12025546,20160622,1
12025546,20160623,1
12025546,20160624,1
12025546,20160628,1
12025546,20160629,1
12025546,20160630,1
12025546,20160701,1
12025547,20160128,1
12025547,20160129,1
12025547,20160202,1
12025547,20160203,1
12025547,20160204,1
12025547,20160205,1
12025547,20160209,1
12025547,20160210,1
12025547,20160211,1
12025547,20160212,1
12025547,20160216,1
12025547,20160217,1
12025547,20160218,1
12025547,20160219,1
12025547,20160308,1
12025547,20160309,1
12025547,20160310,1
12025547,20160311,1
12025547,20160315,1
12025547,20160316,1
12025547,20160317,1
12025547,20160318,1
12025547,20160322,1
12025547,20160323,1
12025547,20160324,1
12025547,20160325,1
12025547,20160330,1
12025547,20160331,1
12025547,20160401,1
12025547,20160405,1
12025547,20160406,1
12025547,20160407,1
12025547,20160408,1
12025547,20160412,1
12025547,20160413,1
12025547,20160414,1
12025547,20160415,1
12025548,20160705,1
12025548,20160706,1
12025548,20160707,1
12025548,20160708,1
12025548,20160712,1
12025548,20160713,1
12025548,20160719,1
12025548,20160720,1
12025548,20160721,1
12025548,20160722,1
12025548,20160726,1
12025549,20160605,1
12025549,20160612,1
12025549,20160619,1
12025549,20160626,1
12025549,20160703,1
12025549,20160710,1
12025549,20160715,1
12025549,20160717,1
12025549,20160724,1
12025542,20160328,1
12025542,20160516,1
2025542,20160327,1
2025542,20160515,1
2025551,20160506,1
2025551,20160701,1
2025551,20160708,1
2025551,20160713,1
2025551,20160722,1
12025543,20160201,1
12025543,20160208,1
12025543,20160215,1
12025543,20160222,1
