service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12025546,0,0,0,0,0,0,0,20160223,20160701
12025547,0,0,0,0,0,0,0,20160128,20160415
12025548,0,0,0,0,0,0,0,20160705,20160726
12025549,0,0,0,0,0,0,0,20160605,20160724
12025542,0,0,0,0,0,0,0,20160328,20160516
2025542,0,0,0,0,0,0,0,20160327,20160515
2025551,0,0,0,0,0,0,0,20160506,20160722
12025543,0,0,0,0,0,0,0,20160201,20160530
2025550,0,0,0,0,0,0,0,20160130,20160528
12025553,0,0,0,0,0,0,0,20160227,20160625
2025553,0,0,0,0,0,0,0,20160226,20160624
12025544,0,0,0,0,0,0,0,20160606,20160725
12025554,0,0,0,0,0,0,0,20160130,20160416
2025552,0,0,0,0,0,0,0,20160715,20160715
12025551,0,0,0,0,0,0,0,20160507,20160723
12025552,0,0,0,0,0,0,0,20160716,20160716
12025550,0,0,0,0,0,0,0,20160131,20160529
2025547,0,0,0,0,0,0,0,20160127,20160414
2025548,0,0,0,0,0,0,0,20160704,20160725
2025549,0,0,0,0,0,0,0,20160604,20160723
2025554,0,0,0,0,0,0,0,20160129,20160415
2025543,0,0,0,0,0,0,0,20160131,20160529
2025544,0,0,0,0,0,0,0,20160605,20160724
2025546,0,0,0,0,0,0,0,20160222,20160630
