service_id,date,exception_type
12095073,20160227,1
12095073,20160305,1
12095073,20160423,1
12095073,20160430,1
12095073,20160702,1
12095073,20160709,1
12095074,20160712,1
12095074,20160713,1
12095074,20160719,1
12095074,20160720,1
12095074,20160721,1
12095074,20160722,1
12095074,20160726,1
12095075,20160714,1
12095075,20160723,1
2025088,20160327,1
2025088,20160515,1
2025086,20160715,1
12095070,20160131,1
12095070,20160207,1
12095070,20160214,1
12095070,20160221,1
12095070,20160228,1
12095070,20160306,1
12095070,20160313,1
12095070,20160320,1
12095070,20160327,1
12095070,20160403,1
12095070,20160410,1
12095070,20160417,1
12095070,20160424,1
12095070,20160501,1
12095070,20160508,1
12095070,20160515,1
12095070,20160522,1
12095070,20160529,1
12095070,20160605,1
12095070,20160612,1
12095070,20160619,1
12095070,20160626,1
12095070,20160703,1
12095070,20160710,1
12095070,20160715,1
12095071,20160201,1
12095071,20160208,1
12095071,20160215,1
12095071,20160222,1
12095071,20160229,1
12095071,20160307,1
12095071,20160314,1
12095071,20160321,1
12095071,20160329,1
12095071,20160404,1
12095071,20160411,1
12095071,20160418,1
12095071,20160425,1
12095071,20160502,1
12095071,20160506,1
12095071,20160509,1
12095071,20160517,1
12095071,20160523,1
12095071,20160530,1
12095071,20160606,1
12095071,20160613,1
12095071,20160620,1
12095071,20160627,1
12095071,20160704,1
12095071,20160711,1
2025084,20160506,1
12095072,20160223,1
12095072,20160224,1
12095072,20160225,1
12095072,20160226,1
12095072,20160301,1
12095072,20160302,1
12095072,20160303,1
12095072,20160304,1
12095072,20160419,1
12095072,20160420,1
12095072,20160421,1
12095072,20160422,1
12095072,20160426,1
12095072,20160427,1
12095072,20160428,1
12095072,20160429,1
12095072,20160705,1
12095072,20160706,1
12095072,20160707,1
12095072,20160708,1
2025081,20160716,1
2025081,20160723,1
2095075,20160713,1
2095075,20160722,1
11539794,20160622,1
2095074,20160711,1
2095074,20160712,1
2095074,20160718,1
2095074,20160719,1
2095074,20160720,1
2095074,20160721,1
2095074,20160725,1
1539794,20160621,1
12025075,20160718,1
12025075,20160725,1
2025075,20160717,1
2025075,20160724,1
12095068,20160128,1
12095068,20160129,1
12095068,20160202,1
12095068,20160203,1
12095068,20160204,1
12095068,20160205,1
12095068,20160209,1
12095068,20160210,1
12095068,20160211,1
12095068,20160212,1
12095068,20160216,1
12095068,20160217,1
12095068,20160218,1
12095068,20160219,1
12095068,20160308,1
12095068,20160309,1
12095068,20160310,1
12095068,20160311,1
12095068,20160315,1
12095068,20160316,1
12095068,20160317,1
12095068,20160318,1
12095068,20160322,1
12095068,20160323,1
12095068,20160324,1
12095068,20160325,1
12095068,20160330,1
12095068,20160331,1
12095068,20160401,1
12095068,20160405,1
12095068,20160406,1
12095068,20160407,1
12095068,20160408,1
12095068,20160412,1
12095068,20160413,1
12095068,20160414,1
12095068,20160415,1
12095068,20160503,1
12095068,20160504,1
12095068,20160510,1
12095068,20160511,1
12095068,20160512,1
12095068,20160513,1
12095068,20160518,1
12095068,20160519,1
12095068,20160520,1
12095068,20160524,1
12095068,20160525,1
12095068,20160526,1
12095068,20160527,1
12095068,20160531,1
12095068,20160601,1
12095068,20160602,1
12095068,20160603,1
12095068,20160607,1
12095068,20160608,1
12095068,20160609,1
12095068,20160610,1
12095068,20160614,1
12095068,20160615,1
12095068,20160616,1
12095068,20160617,1
12095068,20160621,1
12095068,20160623,1
12095068,20160624,1
12095068,20160628,1
12095068,20160629,1
12095068,20160630,1
12095068,20160701,1
2095072,20160222,1
2095072,20160223,1
2095072,20160224,1
2095072,20160225,1
2095072,20160229,1
2095072,20160301,1
2095072,20160302,1
2095072,20160303,1
2095072,20160418,1
2095072,20160419,1
2095072,20160420,1
2095072,20160421,1
2095072,20160425,1
2095072,20160426,1
2095072,20160427,1
2095072,20160428,1
2095072,20160704,1
2095072,20160705,1
2095072,20160706,1
2095072,20160707,1
12095069,20160130,1
12095069,20160206,1
12095069,20160213,1
12095069,20160220,1
12095069,20160312,1
12095069,20160319,1
12095069,20160326,1
12095069,20160402,1
12095069,20160409,1
12095069,20160416,1
12095069,20160505,1
12095069,20160514,1
12095069,20160521,1
12095069,20160528,1
12095069,20160604,1
12095069,20160611,1
12095069,20160618,1
12095069,20160625,1
2095073,20160226,1
2095073,20160304,1
2095073,20160422,1
2095073,20160429,1
2095073,20160701,1
2095073,20160708,1
2095070,20160130,1
2095070,20160206,1
2095070,20160213,1
2095070,20160220,1
2095070,20160227,1
2095070,20160305,1
2095070,20160312,1
2095070,20160319,1
2095070,20160326,1
2095070,20160402,1
2095070,20160409,1
2095070,20160416,1
2095070,20160423,1
2095070,20160430,1
2095070,20160507,1
2095070,20160514,1
