route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1424076,1548648,10015486481044035,103,103,0,
1424076,2025238,10020252381044035,103,103,0,
1424076,2025239,10020252391044035,103,103,0,
1424076,2025240,10020252401044035,103,103,0,
1424076,2025246,10020252461044035,103,103,0,
1424076,2025248,10020252481044035,103,103,0,
1424076,2084958,10020849581044035,103,103,0,
1424076,2084959,10020849591044035,103,103,0,
1424076,1548648,10115486481044035,103,103,0,
1424076,2025238,10120252381044035,103,103,0,
1424076,2025239,10120252391044035,103,103,0,
1424076,2025240,10120252401044035,103,103,0,
1424076,2025246,10120252461044035,103,103,0,
1424076,2025248,10120252481044035,103,103,0,
1424076,2084958,10120849581044035,103,103,0,
1424076,2084959,10120849591044035,103,103,0,
1424076,1548648,1015486481044035,103,103,0,
1424076,2025238,1020252381044035,103,103,0,
1424076,2025239,1020252391044035,103,103,0,
1424076,2025240,1020252401044035,103,103,0,
1424076,2025246,1020252461044035,103,103,0,
1424076,2025248,1020252481044035,103,103,0,
1424076,2084958,1020849581044035,103,103,0,
1424076,2084959,1020849591044035,103,103,0,
1424076,1548648,10215486481044035,103,103,0,
1424076,2025238,10220252381044035,103,103,0,
1424076,2025239,10220252391044035,103,103,0,
1424076,2025240,10220252401044035,103,103,0,
1424076,2025246,10220252461044035,103,103,0,
1424076,2025248,10220252481044035,103,103,0,
1424076,2084958,10220849581044035,103,103,0,
1424076,2084959,10220849591044035,103,103,0,
1424076,1548648,10315486481044035,103,103,0,
1424076,2025238,10320252381044035,103,103,0,
1424076,2025239,10320252391044035,103,103,0,
1424076,2025240,10320252401044035,103,103,0,
1424076,2025246,10320252461044035,103,103,0,
1424076,2025248,10320252481044035,103,103,0,
1424076,2084958,10320849581044035,103,103,0,
1424076,2084959,10320849591044035,103,103,0,
1424076,1548648,10415486481044035,103,103,0,
1424076,2025238,10420252381044035,103,103,0,
1424076,2025239,10420252391044035,103,103,0,
1424076,2025240,10420252401044035,103,103,0,
1424076,2025246,10420252461044035,103,103,0,
1424076,2025248,10420252481044035,103,103,0,
1424076,2084958,10420849581044035,103,103,0,
1424076,2084959,10420849591044035,103,103,0,
1424076,1548648,10515486481044035,103,103,0,
1424076,2025238,10520252381044035,103,103,0,
1424076,2025239,10520252391044035,103,103,0,
1424076,2025240,10520252401044035,103,103,0,
1424076,2025246,10520252461044035,103,103,0,
1424076,2025248,10520252481044035,103,103,0,
1424076,2084958,10520849581044035,103,103,0,
1424076,2084959,10520849591044035,103,103,0,
1424076,1548648,10615486481044035,103,103,0,
1424076,2025238,10620252381044035,103,103,0,
1424076,2025239,10620252391044035,103,103,0,
1424076,2025240,10620252401044035,103,103,0,
1424076,2025246,10620252461044035,103,103,0,
1424076,2025248,10620252481044035,103,103,0,
1424076,2084958,10620849581044035,103,103,0,
1424076,2084959,10620849591044035,103,103,0,
1424076,1548648,10715486481044035,103,103,0,
1424076,2025238,10720252381044035,103,103,0,
