service_id,date,exception_type
12025127,20160310,1
12025127,20160311,1
12025127,20160315,1
12025127,20160316,1
12025127,20160317,1
12025127,20160318,1
12025127,20160322,1
12025127,20160323,1
12025127,20160324,1
12025127,20160325,1
12025127,20160330,1
12025127,20160331,1
12025127,20160401,1
12025127,20160405,1
12025127,20160406,1
12025127,20160407,1
12025127,20160408,1
12025127,20160412,1
12025127,20160413,1
12025127,20160414,1
12025127,20160415,1
12025127,20160419,1
12025127,20160420,1
12025127,20160421,1
12025127,20160422,1
12025127,20160426,1
12025127,20160427,1
12025127,20160428,1
12025127,20160429,1
12025127,20160503,1
12025127,20160504,1
12025127,20160510,1
12025127,20160511,1
12025127,20160512,1
12025127,20160513,1
12025127,20160518,1
12025127,20160519,1
12025127,20160520,1
12025127,20160524,1
12025127,20160525,1
12025127,20160526,1
12025127,20160527,1
12025127,20160531,1
12025127,20160601,1
