service_id,date,exception_type
87284,20160127,1
87284,20160128,1
87284,20160129,1
87284,20160201,1
87284,20160202,1
87284,20160203,1
87284,20160204,1
87284,20160205,1
87284,20160208,1
87284,20160209,1
87284,20160210,1
87284,20160211,1
87284,20160212,1
87284,20160215,1
87284,20160216,1
87284,20160217,1
87284,20160218,1
87284,20160219,1
87284,20160222,1
87284,20160223,1
87284,20160224,1
87284,20160225,1
87284,20160226,1
87284,20160229,1
87284,20160301,1
87284,20160302,1
87284,20160303,1
87284,20160304,1
87284,20160307,1
87284,20160308,1
87284,20160309,1
87284,20160310,1
87284,20160311,1
87284,20160314,1
87284,20160315,1
87284,20160316,1
87284,20160317,1
87284,20160318,1
87284,20160321,1
87284,20160322,1
87284,20160323,1
87284,20160324,1
87284,20160325,1
87284,20160329,1
87284,20160330,1
87284,20160331,1
87284,20160401,1
87284,20160404,1
87284,20160405,1
87284,20160406,1
87284,20160407,1
87284,20160408,1
87284,20160411,1
87284,20160412,1
87284,20160413,1
87284,20160414,1
87284,20160415,1
87284,20160418,1
87284,20160419,1
87284,20160420,1
87284,20160421,1
87284,20160422,1
87284,20160425,1
87284,20160426,1
87284,20160427,1
87284,20160428,1
87284,20160429,1
87284,20160502,1
87284,20160503,1
87284,20160504,1
87284,20160506,1
87284,20160509,1
87284,20160510,1
87284,20160511,1
87284,20160512,1
87284,20160513,1
87284,20160517,1
87284,20160518,1
87284,20160519,1
87284,20160520,1
87284,20160523,1
87284,20160524,1
87284,20160525,1
87284,20160526,1
87284,20160527,1
87284,20160530,1
87284,20160531,1
87284,20160601,1
87284,20160602,1
87284,20160603,1
87284,20160606,1
87284,20160607,1
87284,20160608,1
87284,20160609,1
87284,20160610,1
87284,20160613,1
87284,20160614,1
87284,20160615,1
87284,20160616,1
87284,20160617,1
87284,20160620,1
87284,20160621,1
87284,20160622,1
87284,20160623,1
87284,20160624,1
87284,20160627,1
87284,20160628,1
87284,20160629,1
87284,20160630,1
87284,20160701,1
87284,20160704,1
87284,20160705,1
87284,20160706,1
87284,20160707,1
87284,20160708,1
87284,20160711,1
87284,20160712,1
87284,20160713,1
87284,20160715,1
87284,20160718,1
87284,20160719,1
87284,20160720,1
87284,20160721,1
87284,20160722,1
87284,20160725,1
394015,20160130,1
394015,20160206,1
394015,20160213,1
394015,20160220,1
394015,20160227,1
394015,20160305,1
394015,20160312,1
394015,20160319,1
394015,20160326,1
394015,20160402,1
394015,20160409,1
394015,20160416,1
394015,20160423,1
394015,20160430,1
394015,20160507,1
394015,20160514,1
394015,20160521,1
394015,20160528,1
394015,20160604,1
394015,20160611,1
394015,20160618,1
394015,20160625,1
394015,20160702,1
394015,20160709,1
394015,20160716,1
394015,20160723,1
1388795,20160201,1
1388795,20160208,1
1388795,20160215,1
1388795,20160222,1
1388795,20160229,1
1388795,20160307,1
1388795,20160314,1
1388795,20160321,1
1388795,20160328,1
1388795,20160329,1
1388795,20160404,1
1388795,20160411,1
1388795,20160418,1
1388795,20160425,1
1388795,20160502,1
1388795,20160506,1
1388795,20160509,1
1388795,20160516,1
1388795,20160517,1
1388795,20160523,1
1388795,20160530,1
1388795,20160606,1
1388795,20160613,1
1388795,20160620,1
1388795,20160627,1
1388795,20160704,1
1388795,20160711,1
1388795,20160715,1
1388795,20160718,1
1388795,20160725,1
187284,20160128,1
187284,20160129,1
187284,20160130,1
187284,20160202,1
187284,20160203,1
187284,20160204,1
187284,20160205,1
187284,20160206,1
187284,20160209,1
187284,20160210,1
187284,20160211,1
187284,20160212,1
187284,20160213,1
187284,20160216,1
187284,20160217,1
187284,20160218,1
187284,20160219,1
187284,20160220,1
187284,20160223,1
187284,20160224,1
187284,20160225,1
187284,20160226,1
187284,20160227,1
187284,20160301,1
187284,20160302,1
187284,20160303,1
187284,20160304,1
187284,20160305,1
187284,20160308,1
187284,20160309,1
187284,20160310,1
187284,20160311,1
187284,20160312,1
187284,20160315,1
187284,20160316,1
187284,20160317,1
187284,20160318,1
187284,20160319,1
187284,20160322,1
187284,20160323,1
187284,20160324,1
187284,20160325,1
187284,20160326,1
187284,20160330,1
187284,20160331,1
187284,20160401,1
187284,20160402,1
187284,20160405,1
187284,20160406,1
187284,20160407,1
187284,20160408,1
187284,20160409,1
187284,20160412,1
187284,20160413,1
187284,20160414,1
187284,20160415,1
187284,20160416,1
187284,20160419,1
187284,20160420,1
187284,20160421,1
187284,20160422,1
187284,20160423,1
187284,20160426,1
187284,20160427,1
187284,20160428,1
187284,20160429,1
187284,20160430,1
187284,20160503,1
187284,20160504,1
187284,20160505,1
187284,20160507,1
187284,20160510,1
187284,20160511,1
187284,20160512,1
187284,20160513,1
187284,20160514,1
187284,20160518,1
187284,20160519,1
187284,20160520,1
187284,20160521,1
187284,20160524,1
187284,20160525,1
187284,20160526,1
187284,20160527,1
187284,20160528,1
187284,20160531,1
187284,20160601,1
187284,20160602,1
187284,20160603,1
187284,20160604,1
187284,20160607,1
187284,20160608,1
187284,20160609,1
187284,20160610,1
187284,20160611,1
187284,20160614,1
187284,20160615,1
187284,20160616,1
187284,20160617,1
187284,20160618,1
187284,20160621,1
187284,20160622,1
187284,20160623,1
187284,20160624,1
187284,20160625,1
187284,20160628,1
187284,20160629,1
187284,20160630,1
187284,20160701,1
187284,20160702,1
187284,20160705,1
187284,20160706,1
187284,20160707,1
187284,20160708,1
187284,20160709,1
187284,20160712,1
187284,20160713,1
187284,20160714,1
187284,20160716,1
187284,20160719,1
187284,20160720,1
187284,20160721,1
187284,20160722,1
187284,20160723,1
187284,20160726,1
1394015,20160131,1
1394015,20160207,1
1394015,20160214,1
1394015,20160221,1
1394015,20160228,1
1394015,20160306,1
1394015,20160313,1
1394015,20160320,1
1394015,20160327,1
1394015,20160403,1
1394015,20160410,1
1394015,20160417,1
1394015,20160424,1
1394015,20160501,1
1394015,20160508,1
1394015,20160515,1
1394015,20160522,1
1394015,20160529,1
1394015,20160605,1
1394015,20160612,1
1394015,20160619,1
1394015,20160626,1
1394015,20160703,1
1394015,20160710,1
1394015,20160717,1
1394015,20160724,1
388795,20160131,1
388795,20160207,1
388795,20160214,1
388795,20160221,1
388795,20160228,1
388795,20160306,1
388795,20160313,1
388795,20160320,1
388795,20160327,1
388795,20160328,1
388795,20160403,1
388795,20160410,1
388795,20160417,1
388795,20160424,1
388795,20160501,1
388795,20160505,1
388795,20160508,1
388795,20160515,1
388795,20160516,1
388795,20160522,1
388795,20160529,1
388795,20160605,1
388795,20160612,1
388795,20160619,1
388795,20160626,1
388795,20160703,1
388795,20160710,1
388795,20160714,1
388795,20160717,1
388795,20160724,1
