service_id,date,exception_type
12025278,20160227,1
12025278,20160305,1
12025278,20160423,1
12025278,20160430,1
12025278,20160505,1
12025278,20160514,1
12025278,20160521,1
12025278,20160528,1
12025278,20160604,1
12025278,20160611,1
12025278,20160618,1
12025278,20160625,1
12025269,20160606,1
12025269,20160613,1
12025269,20160620,1
12025269,20160627,1
12025269,20160704,1
12025269,20160711,1
12025269,20160718,1
12025269,20160725,1
12025279,20160130,1
12025279,20160206,1
12025279,20160213,1
12025279,20160220,1
12025279,20160312,1
12025279,20160319,1
12025279,20160326,1
12025279,20160402,1
12025279,20160409,1
12025279,20160416,1
2025281,20160506,1
2025281,20160701,1
2025281,20160708,1
2025281,20160713,1
2025281,20160722,1
2025280,20160715,1
12025274,20160223,1
12025274,20160224,1
12025274,20160225,1
12025274,20160226,1
12025274,20160301,1
12025274,20160302,1
12025274,20160303,1
12025274,20160304,1
12025274,20160419,1
12025274,20160420,1
12025274,20160421,1
12025274,20160422,1
12025274,20160426,1
12025274,20160427,1
12025274,20160428,1
12025274,20160429,1
12025274,20160503,1
12025274,20160504,1
12025274,20160510,1
12025274,20160511,1
12025274,20160512,1
12025274,20160513,1
12025274,20160518,1
12025274,20160519,1
12025274,20160520,1
12025274,20160524,1
12025274,20160525,1
12025274,20160526,1
12025274,20160527,1
12025274,20160531,1
12025274,20160601,1
12025274,20160602,1
12025274,20160603,1
12025274,20160607,1
12025274,20160608,1
12025274,20160609,1
12025274,20160610,1
12025274,20160614,1
12025274,20160615,1
12025274,20160616,1
12025274,20160617,1
12025274,20160621,1
12025274,20160622,1
12025274,20160623,1
12025274,20160624,1
12025274,20160628,1
12025274,20160629,1
12025274,20160630,1
12025274,20160701,1
2025270,20160131,1
2025270,20160207,1
2025270,20160214,1
2025270,20160221,1
2025270,20160228,1
2025270,20160306,1
2025270,20160313,1
2025270,20160320,1
2025270,20160328,1
2025270,20160403,1
2025270,20160410,1
2025270,20160417,1
2025270,20160424,1
2025270,20160501,1
2025270,20160505,1
2025270,20160508,1
2025270,20160516,1
2025270,20160522,1
2025270,20160529,1
12025276,20160605,1
12025276,20160612,1
12025276,20160619,1
12025276,20160626,1
12025276,20160703,1
12025276,20160710,1
12025276,20160715,1
12025276,20160717,1
12025276,20160724,1
12025277,20160131,1
12025277,20160207,1
12025277,20160214,1
12025277,20160221,1
12025277,20160228,1
12025277,20160306,1
12025277,20160313,1
12025277,20160320,1
12025277,20160327,1
12025277,20160403,1
12025277,20160410,1
12025277,20160417,1
12025277,20160424,1
12025277,20160501,1
12025277,20160508,1
12025277,20160515,1
12025277,20160522,1
12025277,20160529,1
2025274,20160222,1
2025274,20160223,1
2025274,20160224,1
2025274,20160225,1
2025274,20160229,1
2025274,20160301,1
2025274,20160302,1
2025274,20160303,1
2025274,20160418,1
2025274,20160419,1
2025274,20160420,1
2025274,20160421,1
2025274,20160425,1
2025274,20160426,1
2025274,20160427,1
2025274,20160428,1
2025274,20160502,1
2025274,20160503,1
2025274,20160509,1
2025274,20160510,1
2025274,20160511,1
2025274,20160512,1
2025274,20160517,1
2025274,20160518,1
2025274,20160519,1
2025274,20160523,1
2025274,20160524,1
2025274,20160525,1
2025274,20160526,1
2025274,20160530,1
2025274,20160531,1
2025274,20160601,1
2025274,20160602,1
2025274,20160606,1
2025274,20160607,1
2025274,20160608,1
2025274,20160609,1
2025274,20160613,1
2025274,20160614,1
2025274,20160615,1
2025274,20160616,1
2025274,20160620,1
2025274,20160621,1
2025274,20160622,1
2025274,20160623,1
2025274,20160627,1
2025274,20160628,1
2025274,20160629,1
2025274,20160630,1
2025273,20160127,1
2025273,20160128,1
2025273,20160201,1
2025273,20160202,1
2025273,20160203,1
2025273,20160204,1
2025273,20160208,1
2025273,20160209,1
2025273,20160210,1
2025273,20160211,1
2025273,20160215,1
2025273,20160216,1
2025273,20160217,1
2025273,20160218,1
2025273,20160307,1
2025273,20160308,1
2025273,20160309,1
2025273,20160310,1
2025273,20160314,1
2025273,20160315,1
2025273,20160316,1
2025273,20160317,1
2025273,20160321,1
2025273,20160322,1
2025273,20160323,1
2025273,20160324,1
2025273,20160329,1
2025273,20160330,1
2025273,20160331,1
2025273,20160404,1
2025273,20160405,1
2025273,20160406,1
2025273,20160407,1
2025273,20160411,1
2025273,20160412,1
2025273,20160413,1
2025273,20160414,1
2025272,20160704,1
2025272,20160705,1
2025272,20160706,1
2025272,20160707,1
2025272,20160711,1
2025272,20160712,1
2025272,20160718,1
2025272,20160719,1
2025272,20160720,1
2025272,20160721,1
2025272,20160725,1
2025271,20160327,1
2025271,20160515,1
2025278,20160226,1
2025278,20160304,1
2025278,20160422,1
2025278,20160429,1
2025278,20160504,1
2025278,20160513,1
2025278,20160520,1
2025278,20160527,1
2025278,20160603,1
2025278,20160610,1
2025278,20160617,1
2025278,20160624,1
2025277,20160130,1
2025277,20160206,1
2025277,20160213,1
2025277,20160220,1
2025277,20160227,1
2025277,20160305,1
2025277,20160312,1
2025277,20160319,1
2025277,20160326,1
2025277,20160402,1
2025277,20160409,1
2025277,20160416,1
2025277,20160423,1
2025277,20160430,1
2025277,20160507,1
2025277,20160514,1
2025277,20160521,1
2025277,20160528,1
2025276,20160604,1
2025276,20160611,1
2025276,20160618,1
2025276,20160625,1
2025276,20160702,1
2025276,20160709,1
2025276,20160714,1
2025276,20160716,1
2025276,20160723,1
12025280,20160716,1
2025269,20160605,1
2025269,20160612,1
2025269,20160619,1
2025269,20160626,1
2025269,20160703,1
2025269,20160710,1
2025269,20160717,1
2025269,20160724,1
2025279,20160129,1
2025279,20160205,1
2025279,20160212,1
2025279,20160219,1
2025279,20160311,1
2025279,20160318,1
2025279,20160325,1
2025279,20160401,1
2025279,20160408,1
2025279,20160415,1
12025281,20160507,1
12025281,20160702,1
12025281,20160709,1
12025281,20160714,1
12025281,20160723,1
12025271,20160328,1
12025271,20160516,1
12025270,20160201,1
12025270,20160208,1
12025270,20160215,1
12025270,20160222,1
12025270,20160229,1
12025270,20160307,1
12025270,20160314,1
12025270,20160321,1
12025270,20160329,1
12025270,20160404,1
12025270,20160411,1
12025270,20160418,1
12025270,20160425,1
12025270,20160502,1
12025270,20160506,1
12025270,20160509,1
12025270,20160517,1
12025270,20160523,1
12025270,20160530,1
12025273,20160128,1
12025273,20160129,1
12025273,20160202,1
12025273,20160203,1
12025273,20160204,1
12025273,20160205,1
