service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12025587,0,0,0,0,0,0,0,20160201,20160530
2025589,0,0,0,0,0,0,0,20160327,20160515
12025586,0,0,0,0,0,0,0,20160606,20160725
2025588,0,0,0,0,0,0,0,20160714,20160714
12025589,0,0,0,0,0,0,0,20160328,20160516
2025587,0,0,0,0,0,0,0,20160131,20160529
12025588,0,0,0,0,0,0,0,20160715,20160715
2025592,0,0,0,0,0,0,0,20160127,20160531
2025593,0,0,0,0,0,0,0,20160222,20160630
2025590,0,0,0,0,0,0,0,20160704,20160725
2025596,0,0,0,0,0,0,0,20160129,20160527
2025597,0,0,0,0,0,0,0,20160715,20160715
2025594,0,0,0,0,0,0,0,20160604,20160723
2025595,0,0,0,0,0,0,0,20160130,20160528
12025599,0,0,0,0,0,0,0,20160507,20160723
12025598,0,0,0,0,0,0,0,20160227,20160625
12025597,0,0,0,0,0,0,0,20160716,20160716
12025596,0,0,0,0,0,0,0,20160130,20160528
2025599,0,0,0,0,0,0,0,20160506,20160722
2025598,0,0,0,0,0,0,0,20160226,20160624
12025595,0,0,0,0,0,0,0,20160131,20160529
12025594,0,0,0,0,0,0,0,20160605,20160724
12025593,0,0,0,0,0,0,0,20160223,20160701
12025592,0,0,0,0,0,0,0,20160128,20160601
12025590,0,0,0,0,0,0,0,20160705,20160726
2025586,0,0,0,0,0,0,0,20160605,20160724
