route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
92005,87282,10000872820081804,45925,45925,0,
92005,87282,1000872820081804,45925,45925,0,
92005,87282,100872820081804,45925,45925,0,
92005,87282,10100872820081804,45925,45925,0,
92005,87282,10200872820081804,45925,45925,0,
92005,87282,10300872820081804,45925,45925,0,
92005,87282,10400872820081804,45925,45925,0,
92005,87282,10500872820081804,45925,45925,0,
92005,87282,10600872820081804,45925,45925,0,
92005,87282,10700872820081804,45925,45925,0,
92005,87282,10800872820081804,45925,45925,0,
92005,87282,10900872820081804,45925,45925,0,
92005,87282,11000872820081804,45925,45925,0,
92005,87282,1100872820081804,45925,45925,0,
92005,87282,11100872820081804,45925,45925,0,
92005,87282,11200872820081804,45925,45925,0,
92005,87282,11300872820081804,45925,45925,0,
92005,87282,11400872820081804,45925,45925,0,
92005,87282,11500872820081804,45925,45925,0,
92005,87282,11600872820081804,45925,45925,0,
92005,87282,11700872820081804,45925,45925,0,
92005,87282,11800872820081804,45925,45925,0,
92005,87282,11900872820081804,45925,45925,0,
92005,87282,12000872820081804,45925,45925,0,
92005,87282,1200872820081804,45925,45925,0,
92005,87282,12100872820081804,45925,45925,0,
92005,87282,12200872820081804,45925,45925,0,
92005,87282,12300872820081804,45925,45925,0,
92005,87282,12400872820081804,45925,45925,0,
92005,87282,12500872820081804,45925,45925,0,
92005,87282,12600872820081804,45925,45925,0,
92005,87282,12700872820081804,45925,45925,0,
92005,87282,12800872820081804,45925,45925,0,
92005,87282,12900872820081804,45925,45925,0,
92005,87282,13000872820081804,45925,45925,0,
92005,87282,1300872820081804,45925,45925,0,
92005,87282,13100872820081804,45925,45925,0,
92005,87282,13200872820081804,45925,45925,0,
92005,87282,13300872820081804,45925,45925,0,
92005,87282,13400872820081804,45925,45925,0,
92005,87282,13500872820081804,45925,45925,0,
92005,87282,13600872820081804,45925,45925,0,
92005,87282,13700872820081804,45925,45925,0,
92005,87282,13800872820081804,45925,45925,0,
92005,87282,13900872820081804,45925,45925,0,
92005,87282,14000872820081804,45925,45925,0,
92005,87282,1400872820081804,45925,45925,0,
92005,87282,14100872820081804,45925,45925,0,
92005,87282,14200872820081804,45925,45925,0,
92005,87282,14300872820081804,45925,45925,0,
92005,87282,14400872820081804,45925,45925,0,
92005,87282,14500872820081804,45925,45925,0,
92005,87282,14600872820081804,45925,45925,0,
92005,87282,14700872820081804,45925,45925,0,
92005,87282,1500872820081804,45925,45925,0,
92005,87282,1600872820081804,45925,45925,0,
92005,87282,1700872820081804,45925,45925,0,
92005,87282,1800872820081804,45925,45925,0,
92005,87282,1900872820081804,45925,45925,0,
92005,87282,2000872820081804,45925,45925,0,
92005,87282,200872820081804,45925,45925,0,
92005,87282,2100872820081804,45925,45925,0,
92005,87282,2200872820081804,45925,45925,0,
92005,87282,2300872820081804,45925,45925,0,
92005,87282,2400872820081804,45925,45925,0,
92005,87282,2500872820081804,45925,45925,0,
92005,87282,2600872820081804,45925,45925,0,
92005,87282,2700872820081804,45925,45925,0,
92005,87282,2800872820081804,45925,45925,0,
92005,87282,2900872820081804,45925,45925,0,
92005,87282,3000872820081804,45925,45925,0,
92005,87282,300872820081804,45925,45925,0,
92005,87282,3100872820081804,45925,45925,0,
92005,87282,3200872820081804,45925,45925,0,
92005,87282,3300872820081804,45925,45925,0,
92005,87282,3400872820081804,45925,45925,0,
92005,87282,3500872820081804,45925,45925,0,
92005,87282,3600872820081804,45925,45925,0,
92005,87282,3700872820081804,45925,45925,0,
92005,87282,3800872820081804,45925,45925,0,
92005,87282,3900872820081804,45925,45925,0,
92005,87282,4000872820081804,45925,45925,0,
92005,87282,400872820081804,45925,45925,0,
92005,87282,4100872820081804,45925,45925,0,
92005,87282,4200872820081804,45925,45925,0,
92005,87282,4300872820081804,45925,45925,0,
92005,87282,4400872820081804,45925,45925,0,
92005,87282,4500872820081804,45925,45925,0,
92005,87282,4600872820081804,45925,45925,0,
92005,87282,4700872820081804,45925,45925,0,
92005,87282,4800872820081804,45925,45925,0,
92005,87282,4900872820081804,45925,45925,0,
92005,87282,5000872820081804,45925,45925,0,
92005,87282,500872820081804,45925,45925,0,
92005,87282,5100872820081804,45925,45925,0,
92005,87282,5200872820081804,45925,45925,0,
92005,87282,5300872820081804,45925,45925,0,
92005,87282,5400872820081804,45925,45925,0,
92005,87282,5500872820081804,45925,45925,0,
92005,87282,5600872820081804,45925,45925,0,
92005,87282,5700872820081804,45925,45925,0,
92005,87282,5800872820081804,45925,45925,0,
92005,87282,5900872820081804,45925,45925,0,
92005,87282,6000872820081804,45925,45925,0,
92005,87282,600872820081804,45925,45925,0,
92005,87282,6100872820081804,45925,45925,0,
92005,87282,6200872820081804,45925,45925,0,
92005,87282,6300872820081804,45925,45925,0,
92005,87282,6400872820081804,45925,45925,0,
92005,87282,6500872820081804,45925,45925,0,
92005,87282,6600872820081804,45925,45925,0,
92005,87282,6700872820081804,45925,45925,0,
92005,87282,6800872820081804,45925,45925,0,
92005,87282,6900872820081804,45925,45925,0,
92005,87282,7000872820081804,45925,45925,0,
92005,87282,700872820081804,45925,45925,0,
92005,87282,7100872820081804,45925,45925,0,
92005,87282,7200872820081804,45925,45925,0,
92005,87282,7300872820081804,45925,45925,0,
92005,87282,7400872820081804,45925,45925,0,
